ngram,frequency
"('weekly', 'monthly', 'yearly')",6
"('would', 'love', 'hear')",6
"('account', 'charged', 'purchase')",5
"('account', 'settings', 'app')",5
"('account', 'settings', 'itunes')",5
"('add', 'edit', 'delete')",5
"('add', 'photos', 'journal')",5
"('add', 'photos', 'notes')",5
"('allowed', 'active', 'subscription')",5
"('amount', 'subscription', 'charged')",5
"('app', 'store', 'account')",5
"('applicable', 'privacy', 'policy')",5
"('board', 'mood', 'diary')",5
"('cancel', 'least', 'hours')",5
"('charged', 'credit', 'card')",5
"('charged', 'purchase', 'confirmed')",5
"('charged', 'renewal', 'total')",5
"('confirmation', 'purchase', 'subscriptions')",5
"('confirmed', 'read', 'terms')",5
"('contact', 'us', 'support')",5
"('control', 'mental', 'health')",5
"('cutting', 'edge', 'ai')",5
"('day', 'day', 'life')",5
"('dev', 'stdeula', 'privacy')",5
"('diary', 'journal', 'lock')",5
"('end', 'user', 'license')",5
"('feelings', 'every', 'day')",5
"('first', 'step', 'towards')",5
"('free', 'day', 'trial')",5
"('free', 'trial', 'total')",5
"('gratitude', 'journal', 'mood')",5
"('guided', 'gratitude', 'journal')",5
"('health', 'self', 'care')",5
"('https', 'supportapplecom', 'en')",5
"('ipad', 'apple', 'watch')",5
"('iphone', 'ipad', 'mac')",5
"('journal', 'diary', 'app')",5
"('keep', 'data', 'safe')",5
"('managed', 'auto', 'renewal')",5
"('mental', 'health', 'coach')",5
"('mental', 'health', 'conditions')",5
"('mental', 'health', 'mood')",5
"('mood', 'board', 'mood')",5
"('mood', 'diary', 'journal')",5
"('mood', 'journal', 'habit')",5
"('mood', 'tracker', 'daily')",5
"('offered', 'forfeited', 'purchase')",5
"('please', 'feel', 'free')",5
"('price', 'within', 'hours')",5
"('privacy', 'terms', 'service')",5
"('publication', 'applicable', 'privacy')",5
"('purchase', 'cancellation', 'current')",5
"('purchase', 'confirmed', 'read')",5
"('renew', 'unless', 'turned')",5
"('renewal', 'total', 'subscription')",5
"('self', 'care', 'app')",5
"('self', 'care', 'plan')",5
"('self', 'discovery', 'emotional')",5
"('self', 'reflection', 'personal')",5
"('settings', 'app', 'store')",5
"('settings', 'manage', 'subscription')",5
"('settings', 'purchase', 'cancellation')",5
"('settings', 'purchase', 'privacy')",5
"('simple', 'diary', 'app')",5
"('states', 'customers', 'pricing')",5
"('stdeula', 'privacy', 'policy')",5
"('subscription', 'payment', 'charged')",5
"('subscription', 'price', 'within')",5
"('subscriptions', 'turn', 'auto')",5
"('take', 'first', 'step')",5
"('tasks', 'events', 'notes')",5
"('termshtml', 'privacy', 'policy')",5
"('total', 'amount', 'subscription')",5
"('total', 'subscription', 'price')",5
"('trial', 'total', 'amount')",5
"('turned', 'going', 'account')",5
"('united', 'states', 'customers')",5
"('unless', 'auto', 'renewal')",5
"('unless', 'cancel', 'least')",5
"('user', 'license', 'agreement')",5
"('via', 'itunes', 'account')",5
"('year', 'depending', 'subscription')",5
